,出現4次,出現3次,近一週（5交易日）融券餘額增加且券資比≥25%,近30個交易日最高股價收盤價高於最低股價收盤價30%以上且目前股價低於該最高股價之4%以上，且出現下長T線，或十字線之周K線,投信連續買超5個交易日以上,大股東持股比率連續3個月上升,近12月累積營收年增率連2個月增加
0,3131弘塑,5820日盛金,,1313聯成,6488環球晶,,
1,,6257矽格,,,2912統一超,,
2,,3218大學光,,,2892第一金,,
3,,3006晶豪科,,,2345智邦,,
4,,1565精華,,,2409友達,,
5,,8210勤誠,,,3481群創,,
6,,3530晶相光,,,8046南電,,
7,,,,,8454富邦媒,,
8,,,,,2385群光,,
9,,,,,2542興富發,,
10,,,,,6176瑞儀,,
11,,,,,1434福懋,,
12,,,,,3533嘉澤,,
13,,,,,3374精材,,
14,,,,,5522遠雄,,
15,,,,,6269台郡,,
16,,,,,3189景碩,,
17,,,,,6278台表科,,
18,,,,,6271同欣電,,
19,,,,,2441超豐,,
20,,,,,2108南帝,,
21,,,,,2206三陽工業,,
22,,,,,3017奇鋐,,
23,,,,,3042晶技,,
24,,,,,6491晶碩,,
25,,,,,2455全新,,
26,,,,,3324雙鴻,,
27,,,,,1215卜蜂,,
28,,,,,3552同致,,
29,,,,,5425台半,,
30,,,,,1565精華,,
31,,,,,2351順德,,
32,,,,,4576大銀微系統,,
33,,,,,2614東森,,
34,,,,,,,
35,,,,,,,
36,,,,,,,
37,,,,,,,
38,,,,,,,
39,,,,,,,
40,,,,,,,
41,,,,,,,
42,,,,,,,
43,,,,,,,
44,,,,,,,
45,,,,,,,
46,,,,,,,
47,,,,,,,
48,,,,,,,
49,,,,,,,
50,,,,,,,
51,,,,,,,
52,,,,,,,
53,,,,,,,
54,,,,,,,
55,,,,,,,
56,,,,,,,
57,,,,,,,
58,,,,,,,
59,,,,,,,
60,,,,,,,
61,,,,,,,
62,,,,,,,
63,,,,,,,
64,,,,,,,
65,,,,,,,
66,,,,,,,
67,,,,,,,
68,,,,,,,
69,,,,,,,
70,,,,,,,
71,,,,,,,
72,,,,,,,
73,,,,,,,
74,,,,,,,
75,,,,,,,
76,,,,,,,
77,,,,,,,
78,,,,,,,
79,,,,,,,
80,,,,,,,
81,,,,,,,
82,,,,,,,
83,,,,,,,
84,,,,,,,
85,,,,,,,
86,,,,,,,
87,,,,,,,
88,,,,,,,
89,,,,,,,
90,,,,,,,
91,,,,,,,
92,,,,,,,
93,,,,,,,
94,,,,,,,
95,,,,,,,
96,,,,,,,
97,,,,,,,
98,,,,,,,
