,出現4次,出現3次,近一週（5交易日）融券餘額增加且券資比≥25%,近30個交易日最高股價收盤價高於最低股價收盤價30%以上且目前股價低於該最高股價之4%以上，且出現下長T線，或十字線之周K線,投信連續買超5個交易日以上,大股東持股比率連續3個月上升,近12月累積營收年增率連2個月增加
0,1909榮成,5880合庫金,,,2912統一超,,
1,1565精華,2812台中銀,,,3037欣興,,
2,,2006東和鋼鐵,,,8454富邦媒,,
3,,2634漢翔,,,2385群光,,
4,,6257矽格,,,2542興富發,,
5,,3218大學光,,,6176瑞儀,,
6,,8406金可-KY,,,1434福懋,,
7,,8213志超,,,3533嘉澤,,
8,,3131弘塑,,,5522遠雄,,
9,,,,,6269台郡,,
10,,,,,3661世芯-KY,,
11,,,,,6278台表科,,
12,,,,,2441超豐,,
13,,,,,1513中興電,,
14,,,,,3042晶技,,
15,,,,,2455全新,,
16,,,,,3515華擎,,
17,,,,,1565精華,,
18,,,,,2351順德,,
19,,,,,8406金可-KY,,
20,,,,,2208台船,,
21,,,,,2614東森,,
22,,,,,,,
23,,,,,,,
24,,,,,,,
25,,,,,,,
26,,,,,,,
27,,,,,,,
28,,,,,,,
29,,,,,,,
30,,,,,,,
31,,,,,,,
32,,,,,,,
33,,,,,,,
34,,,,,,,
35,,,,,,,
36,,,,,,,
37,,,,,,,
38,,,,,,,
39,,,,,,,
40,,,,,,,
41,,,,,,,
42,,,,,,,
43,,,,,,,
44,,,,,,,
45,,,,,,,
46,,,,,,,
47,,,,,,,
48,,,,,,,
49,,,,,,,
50,,,,,,,
51,,,,,,,
52,,,,,,,
53,,,,,,,
54,,,,,,,
55,,,,,,,
56,,,,,,,
57,,,,,,,
58,,,,,,,
59,,,,,,,
60,,,,,,,
61,,,,,,,
62,,,,,,,
63,,,,,,,
64,,,,,,,
65,,,,,,,
66,,,,,,,
67,,,,,,,
68,,,,,,,
69,,,,,,,
70,,,,,,,
71,,,,,,,
72,,,,,,,
73,,,,,,,
74,,,,,,,
75,,,,,,,
76,,,,,,,
77,,,,,,,
78,,,,,,,
79,,,,,,,
80,,,,,,,
81,,,,,,,
82,,,,,,,
83,,,,,,,
84,,,,,,,
85,,,,,,,
86,,,,,,,
87,,,,,,,
88,,,,,,,
89,,,,,,,
90,,,,,,,
91,,,,,,,
92,,,,,,,
93,,,,,,,
94,,,,,,,
95,,,,,,,
96,,,,,,,
97,,,,,,,
98,,,,,,,
