,出現4次,出現3次,近一週（5交易日）融券餘額增加且券資比≥25%,近30個交易日最高股價收盤價高於最低股價收盤價30%以上且目前股價低於該最高股價之4%以上，且出現下長T線，或十字線之周K線,投信連續買超5個交易日以上,大股東持股比率連續3個月上升,近12月累積營收年增率連2個月增加
0,2880華南金,2330台積電,2883開發金,,2330台積電,,
1,,3045台灣大,2615萬海,,6505台塑化,,
2,,2382廣達,2542興富發,,2412中華電,,
3,,4904遠傳,,,2882國泰金,,
4,,6239力成,,,1216統一,,
5,,2542興富發,,,3045台灣大,,
6,,5820日盛金,,,2884玉山金,,
7,,2634漢翔,,,2382廣達,,
8,,8016矽創,,,2912統一超,,
9,,3131弘塑,,,2892第一金,,
10,,8482商億-KY,,,2880華南金,,
11,,2417圓剛,,,5871中租-KY,,
12,,,,,4904遠傳,,
13,,,,,2801彰銀,,
14,,,,,5876上海商銀,,
15,,,,,4938和碩,,
16,,,,,9910豐泰,,
17,,,,,2603長榮,,
18,,,,,2474可成,,
19,,,,,1402遠東新,,
20,,,,,2409友達,,
21,,,,,2887台新金,,
22,,,,,2377微星,,
23,,,,,2324仁寶,,
24,,,,,3231緯創,,
25,,,,,2356英業達,,
26,,,,,2354鴻準,,
27,,,,,3702大聯大,,
28,,,,,2385群光,,
29,,,,,2542興富發,,
30,,,,,1434福懋,,
31,,,,,3532台勝科,,
32,,,,,5522遠雄,,
33,,,,,2809京城銀,,
34,,,,,2404漢唐,,
35,,,,,2915潤泰全,,
36,,,,,6271同欣電,,
37,,,,,2441超豐,,
38,,,,,2108南帝,,
39,,,,,4919新唐,,
40,,,,,6223旺矽,,
41,,,,,,,
42,,,,,,,
43,,,,,,,
44,,,,,,,
45,,,,,,,
46,,,,,,,
47,,,,,,,
48,,,,,,,
49,,,,,,,
50,,,,,,,
51,,,,,,,
52,,,,,,,
53,,,,,,,
54,,,,,,,
55,,,,,,,
56,,,,,,,
57,,,,,,,
58,,,,,,,
59,,,,,,,
60,,,,,,,
61,,,,,,,
62,,,,,,,
63,,,,,,,
64,,,,,,,
65,,,,,,,
66,,,,,,,
67,,,,,,,
68,,,,,,,
69,,,,,,,
70,,,,,,,
71,,,,,,,
72,,,,,,,
73,,,,,,,
74,,,,,,,
75,,,,,,,
76,,,,,,,
77,,,,,,,
78,,,,,,,
79,,,,,,,
80,,,,,,,
81,,,,,,,
82,,,,,,,
83,,,,,,,
84,,,,,,,
85,,,,,,,
86,,,,,,,
87,,,,,,,
88,,,,,,,
89,,,,,,,
90,,,,,,,
91,,,,,,,
92,,,,,,,
93,,,,,,,
94,,,,,,,
95,,,,,,,
96,,,,,,,
97,,,,,,,
98,,,,,,,
99,,,,,,,
100,,,,,,,
101,,,,,,,
102,,,,,,,
103,,,,,,,
104,,,,,,,
