,出現4次,出現3次,近一週（5交易日）融券餘額增加且券資比≥25%,近30個交易日最高股價收盤價高於最低股價收盤價30%以上且目前股價低於該最高股價之4%以上，且出現下長T線，或十字線之周K線,投信連續買超5個交易日以上,大股東持股比率連續3個月上升,近12月累積營收年增率連2個月增加
0,2330台積電,6239力成,,6547高端疫苗,2330台積電,,
1,5820日盛金,2383台光電,,,2882國泰金,,
2,8163達方,6147頎邦,,,2883開發金,,
3,,2812台中銀,,,2301光寶科,,
4,,2439美律,,,3231緯創,,
5,,2456奇力新,,,2383台光電,,
6,,6196帆宣,,,2313華通,,
7,,3264欣銓,,,1434福懋,,
8,,8081致新,,,6213聯茂,,
9,,3691碩禾,,,5522遠雄,,
10,,3707漢磊,,,2809京城銀,,
11,,8213志超,,,2439美律,,
12,,6177達麗,,,2456奇力新,,
13,,3131弘塑,,,3376新日興,,
14,,1604聲寶,,,1795美時,,
15,,3530晶相光,,,6202盛群,,
16,,,,,8081致新,,
17,,,,,8213志超,,
18,,,,,8255朋程,,
19,,,,,3530晶相光,,
20,,,,,,,
21,,,,,,,
22,,,,,,,
23,,,,,,,
24,,,,,,,
25,,,,,,,
26,,,,,,,
27,,,,,,,
28,,,,,,,
29,,,,,,,
30,,,,,,,
31,,,,,,,
32,,,,,,,
33,,,,,,,
34,,,,,,,
35,,,,,,,
36,,,,,,,
37,,,,,,,
38,,,,,,,
39,,,,,,,
40,,,,,,,
41,,,,,,,
42,,,,,,,
43,,,,,,,
44,,,,,,,
45,,,,,,,
46,,,,,,,
47,,,,,,,
48,,,,,,,
49,,,,,,,
50,,,,,,,
51,,,,,,,
52,,,,,,,
53,,,,,,,
54,,,,,,,
55,,,,,,,
56,,,,,,,
57,,,,,,,
58,,,,,,,
59,,,,,,,
60,,,,,,,
61,,,,,,,
62,,,,,,,
63,,,,,,,
64,,,,,,,
65,,,,,,,
66,,,,,,,
67,,,,,,,
68,,,,,,,
69,,,,,,,
70,,,,,,,
71,,,,,,,
72,,,,,,,
73,,,,,,,
74,,,,,,,
75,,,,,,,
76,,,,,,,
77,,,,,,,
78,,,,,,,
79,,,,,,,
80,,,,,,,
81,,,,,,,
82,,,,,,,
83,,,,,,,
84,,,,,,,
85,,,,,,,
86,,,,,,,
87,,,,,,,
88,,,,,,,
89,,,,,,,
90,,,,,,,
91,,,,,,,
92,,,,,,,
93,,,,,,,
94,,,,,,,
95,,,,,,,
96,,,,,,,
97,,,,,,,
98,,,,,,,
