,出現4次,出現3次,近一週（5交易日）融券餘額增加且券資比≥25%,近30個交易日最高股價收盤價高於最低股價收盤價30%以上且目前股價低於該最高股價之4%以上，且出現下長T線，或十字線之周K線,投信連續買超5個交易日以上,大股東持股比率連續3個月上升,近12月累積營收年增率連2個月增加
0,2439美律,2330台積電,2351順德,,2330台積電,,
1,,2454聯發科,6451訊芯-KY,,1303南亞,,
2,,3008大立光,,,3008大立光,,
3,,2886兆豐金,,,2886兆豐金,,
4,,2834臺企銀,,,1101台泥,,
5,,3293鈊象,,,4904遠傳,,
6,,5820日盛金,,,2801彰銀,,
7,,5522遠雄,,,4938和碩,,
8,,2812台中銀,,,1102亞泥,,
9,,2845遠東銀,,,2883開發金,,
10,,2634漢翔,,,3037欣興,,
11,,5434崇越,,,2301光寶科,,
12,,6196帆宣,,,2377微星,,
13,,8016矽創,,,8464億豐,,
14,,3218大學光,,,2324仁寶,,
15,,3006晶豪科,,,4966譜瑞-KY,,
16,,8358金居,,,2356英業達,,
17,,3691碩禾,,,2347聯強,,
18,,1309台達化,,,2834臺企銀,,
19,,6177達麗,,,2385群光,,
20,,3131弘塑,,,3044健鼎,,
21,,5536聖暉,,,2542興富發,,
22,,,,,1722台肥,,
23,,,,,1434福懋,,
24,,,,,8069元太,,
25,,,,,5522遠雄,,
26,,,,,2404漢唐,,
27,,,,,2845遠東銀,,
28,,,,,6732昇佳電子,,
29,,,,,2441超豐,,
30,,,,,2439美律,,
31,,,,,2108南帝,,
32,,,,,8016矽創,,
33,,,,,3006晶豪科,,
34,,,,,2481強茂,,
35,,,,,4919新唐,,
36,,,,,2102泰豐,,
37,,,,,,,
38,,,,,,,
39,,,,,,,
40,,,,,,,
41,,,,,,,
42,,,,,,,
43,,,,,,,
44,,,,,,,
45,,,,,,,
46,,,,,,,
47,,,,,,,
48,,,,,,,
49,,,,,,,
50,,,,,,,
51,,,,,,,
52,,,,,,,
53,,,,,,,
54,,,,,,,
55,,,,,,,
56,,,,,,,
57,,,,,,,
58,,,,,,,
59,,,,,,,
60,,,,,,,
61,,,,,,,
62,,,,,,,
63,,,,,,,
64,,,,,,,
65,,,,,,,
66,,,,,,,
67,,,,,,,
68,,,,,,,
69,,,,,,,
70,,,,,,,
71,,,,,,,
72,,,,,,,
73,,,,,,,
74,,,,,,,
75,,,,,,,
76,,,,,,,
77,,,,,,,
78,,,,,,,
79,,,,,,,
80,,,,,,,
81,,,,,,,
82,,,,,,,
83,,,,,,,
84,,,,,,,
85,,,,,,,
86,,,,,,,
87,,,,,,,
88,,,,,,,
89,,,,,,,
90,,,,,,,
91,,,,,,,
92,,,,,,,
93,,,,,,,
94,,,,,,,
95,,,,,,,
96,,,,,,,
97,,,,,,,
98,,,,,,,
99,,,,,,,
