,出現4次,出現3次,近一週（5交易日）融券餘額增加且券資比≥25%,近30個交易日最高股價收盤價高於最低股價收盤價30%以上且目前股價低於該最高股價之4%以上，且出現下長T線，或十字線之周K線,投信連續買超5個交易日以上,大股東持股比率連續3個月上升,近12月累積營收年增率連2個月增加
0,3218大學光,2834臺企銀,,,6488環球晶,,
1,,6257矽格,,,2912統一超,,
2,,3264欣銓,,,2892第一金,,
3,,1565精華,,,2409友達,,
4,,8406金可-KY,,,3481群創,,
5,,3131弘塑,,,3037欣興,,
6,,,,,8454富邦媒,,
7,,,,,9914美利達,,
8,,,,,2385群光,,
9,,,,,2542興富發,,
10,,,,,6176瑞儀,,
11,,,,,1434福懋,,
12,,,,,3533嘉澤,,
13,,,,,3374精材,,
14,,,,,5522遠雄,,
15,,,,,6269台郡,,
16,,,,,3661世芯-KY,,
17,,,,,3189景碩,,
18,,,,,6278台表科,,
19,,,,,6271同欣電,,
20,,,,,3665貿聯-KY,,
21,,,,,2441超豐,,
22,,,,,2206三陽工業,,
23,,,,,3042晶技,,
24,,,,,5434崇越,,
25,,,,,6182合晶,,
26,,,,,6491晶碩,,
27,,,,,2455全新,,
28,,,,,3515華擎,,
29,,,,,3324雙鴻,,
30,,,,,1215卜蜂,,
31,,,,,3264欣銓,,
32,,,,,3552同致,,
33,,,,,5425台半,,
34,,,,,1565精華,,
35,,,,,2351順德,,
36,,,,,8406金可-KY,,
37,,,,,2355敬鵬,,
38,,,,,2614東森,,
39,,,,,,,
40,,,,,,,
41,,,,,,,
42,,,,,,,
43,,,,,,,
44,,,,,,,
45,,,,,,,
46,,,,,,,
47,,,,,,,
48,,,,,,,
49,,,,,,,
50,,,,,,,
51,,,,,,,
52,,,,,,,
53,,,,,,,
54,,,,,,,
55,,,,,,,
56,,,,,,,
57,,,,,,,
58,,,,,,,
59,,,,,,,
60,,,,,,,
61,,,,,,,
62,,,,,,,
63,,,,,,,
64,,,,,,,
65,,,,,,,
66,,,,,,,
67,,,,,,,
68,,,,,,,
69,,,,,,,
70,,,,,,,
71,,,,,,,
72,,,,,,,
73,,,,,,,
74,,,,,,,
75,,,,,,,
76,,,,,,,
77,,,,,,,
78,,,,,,,
79,,,,,,,
80,,,,,,,
81,,,,,,,
82,,,,,,,
83,,,,,,,
84,,,,,,,
85,,,,,,,
86,,,,,,,
87,,,,,,,
88,,,,,,,
89,,,,,,,
90,,,,,,,
91,,,,,,,
92,,,,,,,
93,,,,,,,
94,,,,,,,
95,,,,,,,
96,,,,,,,
97,,,,,,,
98,,,,,,,
