,出現4次,出現3次,近一週（5交易日）融券餘額增加且券資比≥25%,近30個交易日最高股價收盤價高於最低股價收盤價30%以上且目前股價低於該最高股價之4%以上，且出現下長T線，或十字線之周K線,投信連續買超5個交易日以上,大股東持股比率連續3個月上升,近12月累積營收年增率連2個月增加
0,2880華南金,2330台積電,2883開發金,,2330台積電,,
1,2809京城銀,2454聯發科,2542興富發,,6505台塑化,,
2,,3008大立光,2481強茂,,2412中華電,,
3,,3045台灣大,3260威剛,,2882國泰金,,
4,,2382廣達,6451訊芯-KY,,3008大立光,,
5,,2912統一超,4919新唐,,1216統一,,
6,,4904遠傳,,,3045台灣大,,
7,,5876上海商銀,,,2884玉山金,,
8,,2324仁寶,,,2912統一超,,
9,,2542興富發,,,2892第一金,,
10,,1504東元,,,2880華南金,,
11,,5820日盛金,,,5871中租-KY,,
12,,5522遠雄,,,4904遠傳,,
13,,2634漢翔,,,2357華碩,,
14,,6196帆宣,,,2801彰銀,,
15,,3264欣銓,,,5876上海商銀,,
16,,3703欣陸,,,4938和碩,,
17,,3131弘塑,,,9910豐泰,,
18,,6589台康生技,,,2474可成,,
19,,2417圓剛,,,1402遠東新,,
20,,,,,2409友達,,
21,,,,,2377微星,,
22,,,,,2324仁寶,,
23,,,,,3231緯創,,
24,,,,,2356英業達,,
25,,,,,2354鴻準,,
26,,,,,2385群光,,
27,,,,,2542興富發,,
28,,,,,1434福懋,,
29,,,,,3532台勝科,,
30,,,,,2376技嘉,,
31,,,,,5522遠雄,,
32,,,,,2809京城銀,,
33,,,,,2404漢唐,,
34,,,,,2915潤泰全,,
35,,,,,3661世芯-KY,,
36,,,,,6271同欣電,,
37,,,,,2441超豐,,
38,,,,,2108南帝,,
39,,,,,6223旺矽,,
40,,,,,,,
41,,,,,,,
42,,,,,,,
43,,,,,,,
44,,,,,,,
45,,,,,,,
46,,,,,,,
47,,,,,,,
48,,,,,,,
49,,,,,,,
50,,,,,,,
51,,,,,,,
52,,,,,,,
53,,,,,,,
54,,,,,,,
55,,,,,,,
56,,,,,,,
57,,,,,,,
58,,,,,,,
59,,,,,,,
60,,,,,,,
61,,,,,,,
62,,,,,,,
63,,,,,,,
64,,,,,,,
65,,,,,,,
66,,,,,,,
67,,,,,,,
68,,,,,,,
69,,,,,,,
70,,,,,,,
71,,,,,,,
72,,,,,,,
73,,,,,,,
74,,,,,,,
75,,,,,,,
76,,,,,,,
77,,,,,,,
78,,,,,,,
79,,,,,,,
80,,,,,,,
81,,,,,,,
82,,,,,,,
83,,,,,,,
84,,,,,,,
85,,,,,,,
86,,,,,,,
87,,,,,,,
88,,,,,,,
89,,,,,,,
90,,,,,,,
91,,,,,,,
92,,,,,,,
93,,,,,,,
94,,,,,,,
95,,,,,,,
96,,,,,,,
97,,,,,,,
98,,,,,,,
99,,,,,,,
100,,,,,,,
101,,,,,,,
102,,,,,,,
103,,,,,,,
104,,,,,,,
105,,,,,,,
106,,,,,,,
107,,,,,,,
108,,,,,,,
109,,,,,,,
110,,,,,,,
111,,,,,,,
112,,,,,,,
113,,,,,,,
114,,,,,,,
115,,,,,,,
116,,,,,,,
117,,,,,,,
118,,,,,,,
119,,,,,,,
120,,,,,,,
121,,,,,,,
122,,,,,,,
123,,,,,,,
124,,,,,,,
125,,,,,,,
