,出現4次,出現3次,近一週（5交易日）融券餘額增加且券資比≥25%,近30個交易日最高股價收盤價高於最低股價收盤價30%以上且目前股價低於該最高股價之4%以上，且出現下長T線，或十字線之周K線,投信連續買超5個交易日以上,大股東持股比率連續3個月上升,近12月累積營收年增率連2個月增加
0,2330台積電,3008大立光,2883開發金,,2330台積電,,
1,2880華南金,2886兆豐金,6548長科*,,6505台塑化,,
2,3707漢磊,2382廣達,6451訊芯-KY,,2412中華電,,
3,2417圓剛,2327國巨,4919新唐,,2882國泰金,,
4,,2492華新科,3707漢磊,,2886兆豐金,,
5,,2383台光電,8255朋程,,1216統一,,
6,,5820日盛金,2009第一銅,,3045台灣大,,
7,,2456奇力新,,,2884玉山金,,
8,,6561是方,,,2382廣達,,
9,,6196帆宣,,,2912統一超,,
10,,3035智原,,,2892第一金,,
11,,8213志超,,,2880華南金,,
12,,3131弘塑,,,5871中租-KY,,
13,,6173信昌電,,,4904遠傳,,
14,,,,,2801彰銀,,
15,,,,,5876上海商銀,,
16,,,,,4938和碩,,
17,,,,,9910豐泰,,
18,,,,,2603長榮,,
19,,,,,2474可成,,
20,,,,,1402遠東新,,
21,,,,,2409友達,,
22,,,,,2887台新金,,
23,,,,,2890永豐金,,
24,,,,,2377微星,,
25,,,,,2324仁寶,,
26,,,,,3231緯創,,
27,,,,,2356英業達,,
28,,,,,2354鴻準,,
29,,,,,3702大聯大,,
30,,,,,2385群光,,
31,,,,,2542興富發,,
32,,,,,1434福懋,,
33,,,,,3532台勝科,,
34,,,,,5522遠雄,,
35,,,,,2809京城銀,,
36,,,,,2404漢唐,,
37,,,,,2915潤泰全,,
38,,,,,6271同欣電,,
39,,,,,2441超豐,,
40,,,,,2108南帝,,
41,,,,,4919新唐,,
42,,,,,6223旺矽,,
43,,,,,,,
44,,,,,,,
45,,,,,,,
46,,,,,,,
47,,,,,,,
48,,,,,,,
49,,,,,,,
50,,,,,,,
51,,,,,,,
52,,,,,,,
53,,,,,,,
54,,,,,,,
55,,,,,,,
56,,,,,,,
57,,,,,,,
58,,,,,,,
59,,,,,,,
60,,,,,,,
61,,,,,,,
62,,,,,,,
63,,,,,,,
64,,,,,,,
65,,,,,,,
66,,,,,,,
67,,,,,,,
68,,,,,,,
69,,,,,,,
70,,,,,,,
71,,,,,,,
72,,,,,,,
73,,,,,,,
74,,,,,,,
75,,,,,,,
76,,,,,,,
77,,,,,,,
78,,,,,,,
79,,,,,,,
80,,,,,,,
81,,,,,,,
82,,,,,,,
83,,,,,,,
84,,,,,,,
85,,,,,,,
86,,,,,,,
87,,,,,,,
88,,,,,,,
89,,,,,,,
90,,,,,,,
91,,,,,,,
92,,,,,,,
93,,,,,,,
94,,,,,,,
95,,,,,,,
96,,,,,,,
97,,,,,,,
98,,,,,,,
99,,,,,,,
100,,,,,,,
101,,,,,,,
