,出現4次,出現3次,近一週（5交易日）融券餘額增加且券資比≥25%,近30個交易日最高股價收盤價高於最低股價收盤價30%以上且目前股價低於該最高股價之4%以上，且出現下長T線，或十字線之周K線,投信連續買超5個交易日以上,大股東持股比率連續3個月上升,近12月累積營收年增率連2個月增加
0,5820日盛金,2886兆豐金,2888新光金,,2886兆豐金,,
1,4506崇友,3711日月光投控,8454富邦媒,,3711日月光投控,,
2,,2880華南金,3036文曄,,2892第一金,,
3,,2474可成,,,5871中租-KY,,
4,,6239力成,,,2888新光金,,
5,,2353宏碁,,,4966譜瑞-KY,,
6,,3406玉晶光,,,3702大聯大,,
7,,1504東元,,,9914美利達,,
8,,5522遠雄,,,9945潤泰新,,
9,,2845遠東銀,,,5522遠雄,,
10,,6274台燿,,,2809京城銀,,
11,,1312國喬,,,2404漢唐,,
12,,8016矽創,,,2108南帝,,
13,,3006晶豪科,,,4961天鈺,,
14,,3703欣陸,,,2515中工,,
15,,8406金可-KY,,,1309台達化,,
16,,1309台達化,,,,,
17,,6177達麗,,,,,
18,,3131弘塑,,,,,
19,,8462柏文,,,,,
20,,8210勤誠,,,,,
21,,3530晶相光,,,,,
22,,2417圓剛,,,,,
23,,5287數字,,,,,
24,,,,,,,
25,,,,,,,
26,,,,,,,
27,,,,,,,
28,,,,,,,
29,,,,,,,
30,,,,,,,
31,,,,,,,
32,,,,,,,
33,,,,,,,
34,,,,,,,
35,,,,,,,
36,,,,,,,
37,,,,,,,
38,,,,,,,
39,,,,,,,
40,,,,,,,
41,,,,,,,
42,,,,,,,
43,,,,,,,
44,,,,,,,
45,,,,,,,
46,,,,,,,
47,,,,,,,
48,,,,,,,
49,,,,,,,
50,,,,,,,
51,,,,,,,
52,,,,,,,
53,,,,,,,
54,,,,,,,
55,,,,,,,
56,,,,,,,
57,,,,,,,
58,,,,,,,
59,,,,,,,
60,,,,,,,
61,,,,,,,
62,,,,,,,
63,,,,,,,
64,,,,,,,
65,,,,,,,
66,,,,,,,
67,,,,,,,
68,,,,,,,
69,,,,,,,
70,,,,,,,
71,,,,,,,
72,,,,,,,
73,,,,,,,
74,,,,,,,
75,,,,,,,
76,,,,,,,
77,,,,,,,
78,,,,,,,
79,,,,,,,
80,,,,,,,
81,,,,,,,
82,,,,,,,
83,,,,,,,
84,,,,,,,
85,,,,,,,
86,,,,,,,
87,,,,,,,
88,,,,,,,
89,,,,,,,
90,,,,,,,
91,,,,,,,
92,,,,,,,
93,,,,,,,
94,,,,,,,
95,,,,,,,
96,,,,,,,
97,,,,,,,
98,,,,,,,
99,,,,,,,
100,,,,,,,
101,,,,,,,
102,,,,,,,
103,,,,,,,
104,,,,,,,
