,出現4次,出現3次,近一週（5交易日）融券餘額增加且券資比≥25%,近30個交易日最高股價收盤價高於最低股價收盤價30%以上且目前股價低於該最高股價之4%以上，且出現下長T線，或十字線之周K線,投信連續買超5個交易日以上,大股東持股比率連續3個月上升,近12月累積營收年增率連2個月增加
0,3406玉晶光,2330台積電,2883開發金,,1102亞泥,,
1,5820日盛金,2327國巨,8046南電,,2887台新金,,
2,,2880華南金,3189景碩,,8046南電,,
3,,2883開發金,8150南茂,,5269祥碩,,
4,,6147頎邦,2905三商,,2377微星,,
5,,2006東和鋼鐵,4961天鈺,,2823中壽,,
6,,2845遠東銀,2481強茂,,2324仁寶,,
7,,3189景碩,3260威剛,,3231緯創,,
8,,2634漢翔,,,3406玉晶光,,
9,,1312國喬,,,2542興富發,,
10,,6257矽格,,,1434福懋,,
11,,2905三商,,,5522遠雄,,
12,,4961天鈺,,,2809京城銀,,
13,,2481強茂,,,3189景碩,,
14,,8163達方,,,1736喬山,,
15,,3131弘塑,,,3017奇鋐,,
16,,6173信昌電,,,6706惠特,,
17,,2836高雄銀,,,,,
18,,1614三洋電,,,,,
19,,2417圓剛,,,,,
20,,,,,,,
21,,,,,,,
22,,,,,,,
23,,,,,,,
24,,,,,,,
25,,,,,,,
26,,,,,,,
27,,,,,,,
28,,,,,,,
29,,,,,,,
30,,,,,,,
31,,,,,,,
32,,,,,,,
33,,,,,,,
34,,,,,,,
35,,,,,,,
36,,,,,,,
37,,,,,,,
38,,,,,,,
39,,,,,,,
40,,,,,,,
41,,,,,,,
42,,,,,,,
43,,,,,,,
44,,,,,,,
45,,,,,,,
46,,,,,,,
47,,,,,,,
48,,,,,,,
49,,,,,,,
50,,,,,,,
51,,,,,,,
52,,,,,,,
53,,,,,,,
54,,,,,,,
55,,,,,,,
56,,,,,,,
57,,,,,,,
58,,,,,,,
59,,,,,,,
60,,,,,,,
61,,,,,,,
62,,,,,,,
63,,,,,,,
64,,,,,,,
65,,,,,,,
66,,,,,,,
67,,,,,,,
68,,,,,,,
69,,,,,,,
70,,,,,,,
71,,,,,,,
72,,,,,,,
73,,,,,,,
74,,,,,,,
75,,,,,,,
76,,,,,,,
77,,,,,,,
78,,,,,,,
79,,,,,,,
80,,,,,,,
81,,,,,,,
82,,,,,,,
83,,,,,,,
84,,,,,,,
85,,,,,,,
86,,,,,,,
87,,,,,,,
88,,,,,,,
89,,,,,,,
90,,,,,,,
91,,,,,,,
92,,,,,,,
93,,,,,,,
94,,,,,,,
95,,,,,,,
96,,,,,,,
97,,,,,,,
98,,,,,,,
99,,,,,,,
100,,,,,,,
101,,,,,,,
102,,,,,,,
103,,,,,,,
104,,,,,,,
105,,,,,,,
106,,,,,,,
107,,,,,,,
108,,,,,,,
109,,,,,,,
