,出現4次,出現3次,近一週（5交易日）融券餘額增加且券資比≥25%,近30個交易日最高股價收盤價高於最低股價收盤價30%以上且目前股價低於該最高股價之4%以上，且出現下長T線，或十字線之周K線,投信連續買超5個交易日以上,大股東持股比率連續3個月上升,近12月累積營收年增率連2個月增加
0,2880華南金,2330台積電,2883開發金,8454富邦媒,2330台積電,,
1,8406金可-KY,2886兆豐金,8046南電,3227原相,2412中華電,,
2,,5880合庫金,6548長科*,3042晶技,2882國泰金,,
3,,5820日盛金,2481強茂,1598岱宇,1326台化,,
4,,2809京城銀,6451訊芯-KY,,2881富邦金,,
5,,2812台中銀,4919新唐,,2886兆豐金,,
6,,2006東和鋼鐵,3707漢磊,,1216統一,,
7,,2845遠東銀,8255朋程,,3045台灣大,,
8,,6274台燿,2009第一銅,,2207和泰車,,
9,,2392正崴,,,2884玉山金,,
10,,6196帆宣,,,2912統一超,,
11,,2481強茂,,,2892第一金,,
12,,3035智原,,,5880合庫金,,
13,,1309台達化,,,2880華南金,,
14,,3707漢磊,,,4904遠傳,,
15,,8213志超,,,5347世界,,
16,,3131弘塑,,,2357華碩,,
17,,,,,2801彰銀,,
18,,,,,5876上海商銀,,
19,,,,,4938和碩,,
20,,,,,2474可成,,
21,,,,,1402遠東新,,
22,,,,,2890永豐金,,
23,,,,,8046南電,,
24,,,,,5269祥碩,,
25,,,,,2377微星,,
26,,,,,9921巨大,,
27,,,,,2324仁寶,,
28,,,,,3231緯創,,
29,,,,,2356英業達,,
30,,,,,2385群光,,
31,,,,,3044健鼎,,
32,,,,,2542興富發,,
33,,,,,1434福懋,,
34,,,,,3529力旺,,
35,,,,,5522遠雄,,
36,,,,,2809京城銀,,
37,,,,,3443創意,,
38,,,,,2449京元電子,,
39,,,,,2812台中銀,,
40,,,,,2458義隆,,
41,,,,,2404漢唐,,
42,,,,,2915潤泰全,,
43,,,,,3189景碩,,
44,,,,,2838聯邦銀,,
45,,,,,6271同欣電,,
46,,,,,3653健策,,
47,,,,,2441超豐,,
48,,,,,2108南帝,,
49,,,,,2606裕民,,
50,,,,,6005群益證,,
51,,,,,3081聯亞,,
52,,,,,6182合晶,,
53,,,,,6756威鋒電子,,
54,,,,,2481強茂,,
55,,,,,5457宣德,,
56,,,,,8406金可-KY,,
57,,,,,4919新唐,,
58,,,,,2851中再保,,
59,,,,,8112至上,,
60,,,,,3035智原,,
61,,,,,2605新興,,
62,,,,,2338光罩,,
63,,,,,,,
64,,,,,,,
65,,,,,,,
66,,,,,,,
67,,,,,,,
68,,,,,,,
69,,,,,,,
70,,,,,,,
71,,,,,,,
72,,,,,,,
73,,,,,,,
74,,,,,,,
75,,,,,,,
76,,,,,,,
77,,,,,,,
78,,,,,,,
79,,,,,,,
80,,,,,,,
81,,,,,,,
82,,,,,,,
83,,,,,,,
84,,,,,,,
85,,,,,,,
86,,,,,,,
87,,,,,,,
88,,,,,,,
89,,,,,,,
90,,,,,,,
91,,,,,,,
92,,,,,,,
93,,,,,,,
94,,,,,,,
95,,,,,,,
96,,,,,,,
97,,,,,,,
98,,,,,,,
99,,,,,,,
100,,,,,,,
101,,,,,,,
102,,,,,,,
103,,,,,,,
104,,,,,,,
