,出現4次,出現3次,近一週（5交易日）融券餘額增加且券資比≥25%,近30個交易日最高股價收盤價高於最低股價收盤價30%以上且目前股價低於該最高股價之4%以上，且出現下長T線，或十字線之周K線,投信連續買超5個交易日以上,大股東持股比率連續3個月上升,近12月累積營收年增率連2個月增加
0,2353宏碁,2330台積電,2888新光金,,2303聯電,,
1,1312國喬,2454聯發科,8454富邦媒,,5871中租-KY,,
2,,3711日月光投控,2542興富發,,3034聯詠,,
3,,5880合庫金,2108南帝,,2801彰銀,,
4,,2880華南金,4968立積,,2883開發金,,
5,,5347世界,,,3037欣興,,
6,,2474可成,,,2888新光金,,
7,,6239力成,,,5269祥碩,,
8,,5820日盛金,,,2337旺宏,,
9,,6147頎邦,,,9914美利達,,
10,,6274台燿,,,9945潤泰新,,
11,,4961天鈺,,,6271同欣電,,
12,,2393億光,,,6756威鋒電子,,
13,,6803崑鼎,,,4961天鈺,,
14,,1565精華,,,2520冠德,,
15,,8358金居,,,2393億光,,
16,,1309台達化,,,3563牧德,,
17,,3707漢磊,,,3014聯陽,,
18,,8213志超,,,,,
19,,6177達麗,,,,,
20,,3131弘塑,,,,,
21,,8908欣雄,,,,,
22,,8210勤誠,,,,,
23,,,,,,,
24,,,,,,,
25,,,,,,,
26,,,,,,,
27,,,,,,,
28,,,,,,,
29,,,,,,,
30,,,,,,,
31,,,,,,,
32,,,,,,,
33,,,,,,,
34,,,,,,,
35,,,,,,,
36,,,,,,,
37,,,,,,,
38,,,,,,,
39,,,,,,,
40,,,,,,,
41,,,,,,,
42,,,,,,,
43,,,,,,,
44,,,,,,,
45,,,,,,,
46,,,,,,,
47,,,,,,,
48,,,,,,,
49,,,,,,,
50,,,,,,,
51,,,,,,,
52,,,,,,,
53,,,,,,,
54,,,,,,,
55,,,,,,,
56,,,,,,,
57,,,,,,,
58,,,,,,,
59,,,,,,,
60,,,,,,,
61,,,,,,,
62,,,,,,,
63,,,,,,,
64,,,,,,,
65,,,,,,,
66,,,,,,,
67,,,,,,,
68,,,,,,,
69,,,,,,,
70,,,,,,,
71,,,,,,,
72,,,,,,,
73,,,,,,,
74,,,,,,,
75,,,,,,,
76,,,,,,,
77,,,,,,,
78,,,,,,,
79,,,,,,,
80,,,,,,,
81,,,,,,,
82,,,,,,,
83,,,,,,,
84,,,,,,,
85,,,,,,,
86,,,,,,,
87,,,,,,,
88,,,,,,,
89,,,,,,,
90,,,,,,,
91,,,,,,,
92,,,,,,,
93,,,,,,,
94,,,,,,,
95,,,,,,,
96,,,,,,,
97,,,,,,,
98,,,,,,,
99,,,,,,,
100,,,,,,,
101,,,,,,,
102,,,,,,,
103,,,,,,,
104,,,,,,,
