,出現4次,出現3次,近一週（5交易日）融券餘額增加且券資比≥25%,近30個交易日最高股價收盤價高於最低股價收盤價30%以上且目前股價低於該最高股價之4%以上，且出現下長T線，或十字線之周K線,投信連續買超5個交易日以上,大股東持股比率連續3個月上升,近12月累積營收年增率連2個月增加
0,2454聯發科,2330台積電,,,2330台積電,,
1,6239力成,3008大立光,,,1303南亞,,
2,5522遠雄,2886兆豐金,,,3008大立光,,
3,,2382廣達,,,2886兆豐金,,
4,,5880合庫金,,,2891中信金,,
5,,2834臺企銀,,,1101台泥,,
6,,5820日盛金,,,4904遠傳,,
7,,2812台中銀,,,2801彰銀,,
8,,2845遠東銀,,,4938和碩,,
9,,2634漢翔,,,2474可成,,
10,,5434崇越,,,1102亞泥,,
11,,8016矽創,,,2883開發金,,
12,,3218大學光,,,2301光寶科,,
13,,3228金麗科,,,2377微星,,
14,,6177達麗,,,2324仁寶,,
15,,3131弘塑,,,4966譜瑞-KY,,
16,,,,,3231緯創,,
17,,,,,2356英業達,,
18,,,,,2347聯強,,
19,,,,,2354鴻準,,
20,,,,,6239力成,,
21,,,,,2834臺企銀,,
22,,,,,2385群光,,
23,,,,,3044健鼎,,
24,,,,,2542興富發,,
25,,,,,1434福懋,,
26,,,,,5522遠雄,,
27,,,,,2404漢唐,,
28,,,,,2845遠東銀,,
29,,,,,6732昇佳電子,,
30,,,,,3036文曄,,
31,,,,,2441超豐,,
32,,,,,2108南帝,,
33,,,,,8016矽創,,
34,,,,,,,
35,,,,,,,
36,,,,,,,
37,,,,,,,
38,,,,,,,
39,,,,,,,
40,,,,,,,
41,,,,,,,
42,,,,,,,
43,,,,,,,
44,,,,,,,
45,,,,,,,
46,,,,,,,
47,,,,,,,
48,,,,,,,
49,,,,,,,
50,,,,,,,
51,,,,,,,
52,,,,,,,
53,,,,,,,
54,,,,,,,
55,,,,,,,
56,,,,,,,
57,,,,,,,
58,,,,,,,
59,,,,,,,
60,,,,,,,
61,,,,,,,
62,,,,,,,
63,,,,,,,
64,,,,,,,
65,,,,,,,
66,,,,,,,
67,,,,,,,
68,,,,,,,
69,,,,,,,
70,,,,,,,
71,,,,,,,
72,,,,,,,
73,,,,,,,
74,,,,,,,
75,,,,,,,
76,,,,,,,
77,,,,,,,
78,,,,,,,
79,,,,,,,
80,,,,,,,
81,,,,,,,
82,,,,,,,
83,,,,,,,
84,,,,,,,
85,,,,,,,
86,,,,,,,
87,,,,,,,
88,,,,,,,
89,,,,,,,
90,,,,,,,
91,,,,,,,
92,,,,,,,
93,,,,,,,
94,,,,,,,
95,,,,,,,
96,,,,,,,
97,,,,,,,
98,,,,,,,
