,出現4次,出現3次,近一週（5交易日）融券餘額增加且券資比≥25%,近30個交易日最高股價收盤價高於最低股價收盤價30%以上且目前股價低於該最高股價之4%以上，且出現下長T線，或十字線之周K線,投信連續買超5個交易日以上,大股東持股比率連續3個月上升,近12月累積營收年增率連2個月增加
0,2634漢翔,2886兆豐金,6451訊芯-KY,3515華擎,2886兆豐金,,
1,,2382廣達,,,1101台泥,,
2,,5880合庫金,,,4938和碩,,
3,,5820日盛金,,,1102亞泥,,
4,,5522遠雄,,,2883開發金,,
5,,2812台中銀,,,2301光寶科,,
6,,6274台燿,,,5483中美晶,,
7,,2439美律,,,2324仁寶,,
8,,3227原相,,,4966譜瑞-KY,,
9,,1909榮成,,,2356英業達,,
10,,5434崇越,,,2385群光,,
11,,6257矽格,,,3044健鼎,,
12,,8016矽創,,,2542興富發,,
13,,3006晶豪科,,,1434福懋,,
14,,6191精成科,,,8069元太,,
15,,2328廣宇,,,5522遠雄,,
16,,1309台達化,,,2404漢唐,,
17,,3707漢磊,,,6271同欣電,,
18,,3131弘塑,,,2441超豐,,
19,,2417圓剛,,,2439美律,,
20,,,,,2108南帝,,
21,,,,,3227原相,,
22,,,,,2455全新,,
23,,,,,8016矽創,,
24,,,,,3006晶豪科,,
25,,,,,2481強茂,,
26,,,,,4919新唐,,
27,,,,,,,
28,,,,,,,
29,,,,,,,
30,,,,,,,
31,,,,,,,
32,,,,,,,
33,,,,,,,
34,,,,,,,
35,,,,,,,
36,,,,,,,
37,,,,,,,
38,,,,,,,
39,,,,,,,
40,,,,,,,
41,,,,,,,
42,,,,,,,
43,,,,,,,
44,,,,,,,
45,,,,,,,
46,,,,,,,
47,,,,,,,
48,,,,,,,
49,,,,,,,
50,,,,,,,
51,,,,,,,
52,,,,,,,
53,,,,,,,
54,,,,,,,
55,,,,,,,
56,,,,,,,
57,,,,,,,
58,,,,,,,
59,,,,,,,
60,,,,,,,
61,,,,,,,
62,,,,,,,
63,,,,,,,
64,,,,,,,
65,,,,,,,
66,,,,,,,
67,,,,,,,
68,,,,,,,
69,,,,,,,
70,,,,,,,
71,,,,,,,
72,,,,,,,
73,,,,,,,
74,,,,,,,
75,,,,,,,
76,,,,,,,
77,,,,,,,
78,,,,,,,
79,,,,,,,
80,,,,,,,
81,,,,,,,
82,,,,,,,
83,,,,,,,
84,,,,,,,
85,,,,,,,
86,,,,,,,
87,,,,,,,
88,,,,,,,
89,,,,,,,
90,,,,,,,
91,,,,,,,
92,,,,,,,
93,,,,,,,
94,,,,,,,
95,,,,,,,
96,,,,,,,
97,,,,,,,
98,,,,,,,
