,出現5次,出現3次,近一週（5交易日）融券餘額增加且券資比≥25%,近30個交易日最高股價收盤價高於最低股價收盤價30%以上且目前股價低於該最高股價之4%以上，且出現下長T線，或十字線之周K線,投信連續買超5個交易日以上,大股東持股比率連續3個月上升,近12月累積營收年增率連2個月增加
0,3131弘塑,2330台積電,,,2330台積電,,
1,,2886兆豐金,,,1216統一,,
2,,3406玉晶光,,,6488環球晶,,
3,,6147頎邦,,,2912統一超,,
4,,2104國際中橡,,,2892第一金,,
5,,6257矽格,,,6415矽力-KY,,
6,,3264欣銓,,,2345智邦,,
7,,3006晶豪科,,,3105穩懋,,
8,,1565精華,,,2409友達,,
9,,,,,2385群光,,
10,,,,,6176瑞儀,,
11,,,,,3533嘉澤,,
12,,,,,3374精材,,
13,,,,,6147頎邦,,
14,,,,,6269台郡,,
15,,,,,3189景碩,,
16,,,,,6271同欣電,,
17,,,,,2441超豐,,
18,,,,,2108南帝,,
19,,,,,2206三陽工業,,
20,,,,,3042晶技,,
21,,,,,2455全新,,
22,,,,,1215卜蜂,,
23,,,,,5425台半,,
24,,,,,1565精華,,
25,,,,,2614東森,,
26,,,,,,,
27,,,,,,,
28,,,,,,,
29,,,,,,,
30,,,,,,,
31,,,,,,,
32,,,,,,,
33,,,,,,,
34,,,,,,,
35,,,,,,,
36,,,,,,,
37,,,,,,,
38,,,,,,,
39,,,,,,,
40,,,,,,,
41,,,,,,,
42,,,,,,,
43,,,,,,,
44,,,,,,,
45,,,,,,,
46,,,,,,,
47,,,,,,,
48,,,,,,,
49,,,,,,,
50,,,,,,,
51,,,,,,,
52,,,,,,,
53,,,,,,,
54,,,,,,,
55,,,,,,,
56,,,,,,,
57,,,,,,,
58,,,,,,,
59,,,,,,,
60,,,,,,,
61,,,,,,,
62,,,,,,,
63,,,,,,,
64,,,,,,,
65,,,,,,,
66,,,,,,,
67,,,,,,,
68,,,,,,,
69,,,,,,,
70,,,,,,,
71,,,,,,,
72,,,,,,,
73,,,,,,,
74,,,,,,,
75,,,,,,,
76,,,,,,,
77,,,,,,,
78,,,,,,,
79,,,,,,,
80,,,,,,,
81,,,,,,,
82,,,,,,,
83,,,,,,,
84,,,,,,,
85,,,,,,,
86,,,,,,,
87,,,,,,,
88,,,,,,,
89,,,,,,,
90,,,,,,,
91,,,,,,,
92,,,,,,,
93,,,,,,,
94,,,,,,,
95,,,,,,,
96,,,,,,,
97,,,,,,,
98,,,,,,,
