,出現4次,出現3次,近一週（5交易日）融券餘額增加且券資比≥25%,近30個交易日最高股價收盤價高於最低股價收盤價30%以上且目前股價低於該最高股價之4%以上，且出現下長T線，或十字線之周K線,投信連續買超5個交易日以上,大股東持股比率連續3個月上升,近12月累積營收年增率連2個月增加
0,5880合庫金,2330台積電,2615萬海,,2330台積電,,
1,2880華南金,3045台灣大,2542興富發,,6505台塑化,,
2,1504東元,4904遠傳,,,2412中華電,,
3,,2324仁寶,,,2882國泰金,,
4,,2542興富發,,,2002中鋼,,
5,,5820日盛金,,,1216統一,,
6,,5522遠雄,,,3045台灣大,,
7,,2634漢翔,,,2884玉山金,,
8,,5434崇越,,,2912統一超,,
9,,3211順達,,,2892第一金,,
10,,3131弘塑,,,5880合庫金,,
11,,2417圓剛,,,2880華南金,,
12,,,,,5871中租-KY,,
13,,,,,4904遠傳,,
14,,,,,2357華碩,,
15,,,,,2801彰銀,,
16,,,,,4938和碩,,
17,,,,,9910豐泰,,
18,,,,,2474可成,,
19,,,,,1402遠東新,,
20,,,,,1102亞泥,,
21,,,,,2377微星,,
22,,,,,2324仁寶,,
23,,,,,6409旭隼,,
24,,,,,4966譜瑞-KY,,
25,,,,,3231緯創,,
26,,,,,2356英業達,,
27,,,,,2354鴻準,,
28,,,,,9914美利達,,
29,,,,,2385群光,,
30,,,,,2542興富發,,
31,,,,,1227佳格,,
32,,,,,1504東元,,
33,,,,,1434福懋,,
34,,,,,3532台勝科,,
35,,,,,2376技嘉,,
36,,,,,5522遠雄,,
37,,,,,2809京城銀,,
38,,,,,2404漢唐,,
39,,,,,2915潤泰全,,
40,,,,,3661世芯-KY,,
41,,,,,6271同欣電,,
42,,,,,2441超豐,,
43,,,,,2108南帝,,
44,,,,,6005群益證,,
45,,,,,5434崇越,,
46,,,,,6223旺矽,,
47,,,,,,,
48,,,,,,,
49,,,,,,,
50,,,,,,,
51,,,,,,,
52,,,,,,,
53,,,,,,,
54,,,,,,,
55,,,,,,,
56,,,,,,,
57,,,,,,,
58,,,,,,,
59,,,,,,,
60,,,,,,,
61,,,,,,,
62,,,,,,,
63,,,,,,,
64,,,,,,,
65,,,,,,,
66,,,,,,,
67,,,,,,,
68,,,,,,,
69,,,,,,,
70,,,,,,,
71,,,,,,,
72,,,,,,,
73,,,,,,,
74,,,,,,,
75,,,,,,,
76,,,,,,,
77,,,,,,,
78,,,,,,,
79,,,,,,,
80,,,,,,,
81,,,,,,,
82,,,,,,,
83,,,,,,,
84,,,,,,,
85,,,,,,,
86,,,,,,,
87,,,,,,,
88,,,,,,,
89,,,,,,,
90,,,,,,,
91,,,,,,,
92,,,,,,,
93,,,,,,,
94,,,,,,,
95,,,,,,,
96,,,,,,,
97,,,,,,,
98,,,,,,,
99,,,,,,,
100,,,,,,,
101,,,,,,,
102,,,,,,,
103,,,,,,,
104,,,,,,,
105,,,,,,,
106,,,,,,,
107,,,,,,,
108,,,,,,,
109,,,,,,,
110,,,,,,,
111,,,,,,,
112,,,,,,,
113,,,,,,,
114,,,,,,,
115,,,,,,,
116,,,,,,,
117,,,,,,,
118,,,,,,,
119,,,,,,,
120,,,,,,,
121,,,,,,,
122,,,,,,,
123,,,,,,,
124,,,,,,,
125,,,,,,,
126,,,,,,,
127,,,,,,,
128,,,,,,,
