,出現4次,出現3次,近一週（5交易日）融券餘額增加且券資比≥25%,近30個交易日最高股價收盤價高於最低股價收盤價30%以上且目前股價低於該最高股價之4%以上，且出現下長T線，或十字線之周K線,投信連續買超5個交易日以上,大股東持股比率連續3個月上升,近12月累積營收年增率連2個月增加
0,5820日盛金,2330台積電,2883開發金,,2303聯電,,
1,8406金可-KY,2303聯電,6548長科*,,1102亞泥,,
2,,2880華南金,4961天鈺,,2887台新金,,
3,,2883開發金,3260威剛,,2883開發金,,
4,,6239力成,6451訊芯-KY,,8046南電,,
5,,2383台光電,,,5269祥碩,,
6,,2845遠東銀,,,2377微星,,
7,,3706神達,,,3231緯創,,
8,,3035智原,,,6176瑞儀,,
9,,3131弘塑,,,1434福懋,,
10,,2401凌陽,,,5522遠雄,,
11,,4506崇友,,,2809京城銀,,
12,,6605帝寶,,,3189景碩,,
13,,1614三洋電,,,3017奇鋐,,
14,,,,,3324雙鴻,,
15,,,,,8406金可-KY,,
16,,,,,4919新唐,,
17,,,,,4927泰鼎-KY,,
18,,,,,6706惠特,,
19,,,,,,,
20,,,,,,,
21,,,,,,,
22,,,,,,,
23,,,,,,,
24,,,,,,,
25,,,,,,,
26,,,,,,,
27,,,,,,,
28,,,,,,,
29,,,,,,,
30,,,,,,,
31,,,,,,,
32,,,,,,,
33,,,,,,,
34,,,,,,,
35,,,,,,,
36,,,,,,,
37,,,,,,,
38,,,,,,,
39,,,,,,,
40,,,,,,,
41,,,,,,,
42,,,,,,,
43,,,,,,,
44,,,,,,,
45,,,,,,,
46,,,,,,,
47,,,,,,,
48,,,,,,,
49,,,,,,,
50,,,,,,,
51,,,,,,,
52,,,,,,,
53,,,,,,,
54,,,,,,,
55,,,,,,,
56,,,,,,,
57,,,,,,,
58,,,,,,,
59,,,,,,,
60,,,,,,,
61,,,,,,,
62,,,,,,,
63,,,,,,,
64,,,,,,,
65,,,,,,,
66,,,,,,,
67,,,,,,,
68,,,,,,,
69,,,,,,,
70,,,,,,,
71,,,,,,,
72,,,,,,,
73,,,,,,,
74,,,,,,,
75,,,,,,,
76,,,,,,,
77,,,,,,,
78,,,,,,,
79,,,,,,,
80,,,,,,,
81,,,,,,,
82,,,,,,,
83,,,,,,,
84,,,,,,,
85,,,,,,,
86,,,,,,,
87,,,,,,,
88,,,,,,,
89,,,,,,,
90,,,,,,,
91,,,,,,,
92,,,,,,,
93,,,,,,,
94,,,,,,,
95,,,,,,,
96,,,,,,,
97,,,,,,,
98,,,,,,,
99,,,,,,,
100,,,,,,,
